job_title,job_company,job_location,job_summary
Android Mobile Developer,Intelligent Brain Solution,Pakistan,"Proven understanding of how to leverage mobile OS frameworks for multi-threading, persisting data, and adapting user interface across multiple screen sizes."
SENIOR / MID-LEVEL SOFTWARE ENGINEER,Love For Data,Karachi,Type of Employment: Full-time (On-site).Experience: Must have full-time working experience of at least 2.5-5 years in a software firm or any MNC.
Senior Angular Developer,Amigo Software Limited,Lahore,Bachelor’s degree in computer science or a related field or equivalent work experience.Strong knowledge of Document Storage NoSQL databases and having…
Android Developer,Agile HR Consulting,Karachi,Work with outside data sources and APIs.Experience working with remote data via REST and JSON.Qualification: BS/MS degree in Computer Science or Software…
Business Development Lead,Avanceon MEA,Lahore,Octopus Digital (Subsidary of Avanceon Ltd) is looking for Business Development Lead who can sell the company's Services & Solutions with Focus on After Market…
Android Senior Software Engineer,Bitflex for The Moon Group Investment LLC,Lahore,Work with outside data sources and APIs.Experience working with remote data via MVVM.Design and build advanced applications for the Android platform.
React.JS Developer (Senior Mid Level),KNYSYS,Karachi,"Prior experience with data structure libraries (e.g., Immutable.js).The primary focus of the selected candidate would be on developing user interface…"
SQA Manager,ENTERTAINER FZ LLC,Lahore,BS/MS in computer science / computer engineering / electrical engineering or equivalent work experience.This involves continual development and implementation…
Sr. Full/ MERN stack Developer,Mob Inspire (Pvt) Ltd,Rawalpindi,Through cutting-edge development processes we get a bunch of data intelligence and predictive traffic technologies.Design and build core frameworks on Node.
ANDROID MOBILE APP DEVELOPER,Design Henge,Karachi,Implementing measures to safeguard users' data.Experience working with remote data via REST and JSON.Designing and developing apps for the Android ecosystem.
Senior Data Engineer,10Pearls,Pakistan,"Work with data and analytics experts to strive for greater functionality in our data systems.Build the infrastructure required for optimal extraction,…"
iOS Developer,IntelliasPro Private Limited,Lahore,"Design and build applications for the iOS platform.Ensure the performance, quality, and responsiveness of applications."
Software Engineer -Front End,VIDIZMO LLC,Karachi,"If you are a Front End Software Engineer or a Front End Software Developer and are looking for new challenges, developing Data-rich Web-based Media Applications…"
Senior QC & Test Automation Engineer,CEQUENS,Islamabad,"Prepare and acquire test data.University degree in computer science, engineering, or any related field.Prepare, review, and participate in test planning and…"
Lead MEAN Stack Developer,Emplois Career,Lahore,_Building interactive consumer data from multiple systems and RESTfully abstract to the UI through a Node.js backend_.
Sr. DevOps Engineer,Techlogix,Lahore,Excellent knowledge of Shell Script/Powershell for automationDive deep to resolve problems at their root and troubleshoot services related to infra or data…
Senior Python Developer,Horizon Technologies,Karachi,Implement security and data protection solutions.Horizon Technologies is looking for a Python Developer to join our engineering team and help us develop and…
Dot Net Developer,SSA Soft Pvt Ltd.,Lahore,"Experience in integration of multiple data sources and databases (Oracle, SQL Server & MySQL).SSA Soft is seeking for an experienced software engineers for…"
Full Stack Java Developer,"Cinnova Technologies, LLC",Lahore,"Strong data structures and algorithms knowledge.Candidates must be highly experienced in Lambdas, Generics, and commonly used data structures such as Map, List…"
3D Unity Developer,Broadstone technologies,Lahore,Import data from databases or APIs and apply it to 3d visualizations.Broadstone Technologies is looking for a creative and motivated person for the position of…
Informatica Admin,Blutech Consulting Pvt. Ltd.,Islamabad,"At Blutech Consulting – we are all about data.In short, we offer complete data solutions and services that guarantee optimization.Where can you find us?"
Senior Software Engineer,Enghouse,Lahore,"Develop and maintain data drivers to collect data from telecom devices.We are looking for a senior software engineer, with accountability to develop and…"
Senior Team Lead Business Applications & Support,Agile HR Consulting,Karachi,"Sound knowledge and experience of data ETL and data warehouse management.Able to handle large data from multiple sources preferably Oracle, SQL."
Customer Service Officer (Customer Front End),Avery Dennison,Karachi,PULL the SIPS data once notification hits on RBIS ID.Upload variable data on our online system as per order form received from customers.
Senior JavaScript Programmer,TeqDirect Software,Islamabad+3 locations,"Strong computer science fundamentals: data structures, algorithms, design patterns, databases, operating systems, etc.SHIFT TIME 3:00PM - 12:00PM (Mon-Sat)*."
Senior VMware Engineer,Mobiz,Karachi,An accomplished VMware engineer will be someone whose expertise results in the successful integration of VMware products across multiple data centers.
Software Engineer (Vue JS),techsol360,Karachi,"Understanding client requirements and create a solution (screens flow, use-cases, data storage mechanism, etc.).Full-time job in Karachi, Pakistan."
Nodejs Developer,Renexcode,Karachi,"Implementing effective security protocols, data protection measures, and storage solutions.Bachelors’/Master’s degree in computer science, software or in any…"
Node.Js Developer,T&M Consultant,Faisalabad,"Bachelor's degree in computer science, information science, or similar.Implementing effective security protocols, data protection measures, and storage…"
Senior Salesforce Developer,Tek Headquarters,Lahore,"This Senior Salesforce Developer have responsibilities to support current customized salesforce.com instance includes cover the entire development lifecycle,…"
System & Network Engineer,INTECH Process Automation,Lahore,"Manage Backup Servers, Services and data backups thru Acronics and Backup Exe.Provide effective and efficient IT support to local / remote users working in…"
SQA Trainee Customer Support,Contour Software,Karachi,"The division is looking to hire two Intern/Fresh Grad for QA Customer Support role.The selected Interns would progress from training to apprenticeship, to…"
.Net Full Stack Developer,Zepto Systems Limited,Rawalpindi,"Create security and data protection settings.Work with data scientists and analysts to improve software.Knowledge of multiple front-end languages, data access…"
